id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
1060650,NC,INDIVIDUAL,6 years,State of North Carolina,A,MORTGAGE,11-12-2021,15-11-2021,12-12-2021,Fully Paid,12-01-2022,1292415,Debt consolidation,A4, 36 months,Source Verified,62500.0,0.1206,413.04,0.079,13200,17,14099
1054441,NY,INDIVIDUAL,4 years,Boston Market,B,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1286072,other,B5, 60 months,Verified,45000.0,0.1104,508.39,0.1269,22500,24,26921
494323,FL,INDIVIDUAL,9 years,Youth Co Op Inc,A,MORTGAGE,10-03-2021,11-07-2021,11-06-2021,Fully Paid,11-07-2021,632796,credit card,A5, 36 months,Verified,43000.0,0.1462,344.09,0.0788,11000,49,11890
1008273,TX,INDIVIDUAL,5 years,north central baptist hospital,A,MORTGAGE,11-11-2021,16-03-2021,14-11-2021,Fully Paid,14-12-2021,1234932,Debt consolidation,A4, 36 months,Not Verified,29000.0,0.2193,359.84,0.079,11500,19,12954
462312,NM,INDIVIDUAL,2 years,State of New Mexico,C,OWN,09-11-2021,15-01-2021,13-07-2021,Fully Paid,13-08-2021,578261,Debt consolidation,C3, 36 months,Not Verified,33300.0,0.1114,305.72,0.1357,9000,11,10965
490892,NY,INDIVIDUAL,< 1 year,OCuSOFT,D,RENT,10-03-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,627032,Debt consolidation,D4, 36 months,Not Verified,56000.0,0.2314,525.17,0.157,15000,28,18670
839543,NJ,INDIVIDUAL,10+ years,UPS,B,RENT,11-08-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,1049698,other,B3, 36 months,Verified,52100.0,0.1928,163.67,0.1099,5000,16,5892
444435,CA,INDIVIDUAL,10+ years,Network Equipment Technologies,D,RENT,09-09-2021,16-05-2021,12-04-2021,Fully Paid,12-05-2021,541879,Debt consolidation,D2, 36 months,Source Verified,165000.0,0.1033,346.45,0.1496,10000,16,12384
840128,MI,INDIVIDUAL,10+ years,Eagle Precision Cast Parts,D,MORTGAGE,11-08-2021,16-02-2021,16-03-2021,Fully Paid,16-04-2021,1050459,major purchase,D5, 60 months,Verified,67548.0,0.111,401.87,0.1749,16000,23,24005
429749,NV,INDIVIDUAL,5 years,Backstage employment and referral,B,MORTGAGE,09-08-2021,16-03-2021,12-08-2021,Fully Paid,12-09-2021,509308,Debt consolidation,B5, 36 months,Verified,38000.0,0.0714,333.15,0.1221,10000,14,12010
1009584,MD,INDIVIDUAL,< 1 year,Allied Marine Services,A,MORTGAGE,11-11-2021,14-06-2021,12-08-2021,Fully Paid,12-09-2021,1236337,vacation,A1, 36 months,Source Verified,50000.0,0.2134,79.14,0.0603,2600,26,2679
562619,CA,INDIVIDUAL,3 years,SAIC,C,RENT,10-08-2021,14-07-2021,13-08-2021,Fully Paid,13-09-2021,723940,Debt consolidation,C2, 36 months,Source Verified,60000.0,0.1594,384.08,0.1361,11300,8,13828
474569,NY,INDIVIDUAL,3 years,INC CORPORATE SERVICE,C,RENT,10-01-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,600348,Debt consolidation,C5, 36 months,Not Verified,65000.0,0.0342,343.06,0.1426,10000,20,12351
762330,GA,INDIVIDUAL,10+ years,US Army,B,MORTGAGE,11-05-2021,11-07-2021,11-07-2021,Fully Paid,11-08-2021,962844,moving,B3, 60 months,Verified,158000.0,0.011,760.82,0.1099,35000,20,35321
551666,MN,INDIVIDUAL,< 1 year,"Elcor Construction, Inc",E,MORTGAGE,10-07-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,710932,car,E4, 60 months,Not Verified,48000.0,0.0613,125.78,0.1756,5000,6,7261
799046,IL,INDIVIDUAL,1 year,Hawthorn woods police department,B,MORTGAGE,11-07-2021,12-09-2021,12-09-2021,Fully Paid,12-10-2021,1004206,Debt consolidation,B4, 36 months,Verified,61000.0,0.2077,263.78,0.1149,8000,22,8903
770849,PA,INDIVIDUAL,7 years,Beaver Humane Society,B,MORTGAGE,11-06-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,972564,home improvement,B4, 36 months,Not Verified,78000.0,0.1626,98.92,0.1149,3000,32,3561
525183,OR,INDIVIDUAL,10+ years,Answer Net,E,RENT,10-06-2021,13-07-2021,13-07-2021,Fully Paid,13-08-2021,679526,other,E5, 36 months,Source Verified,35004.0,0.0878,86.69,0.1793,2400,7,3136
1036224,NY,INDIVIDUAL,10+ years,State University of New York at Buffalo,A,RENT,11-11-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,1265883,other,A5, 36 months,Not Verified,67171.0,0.1767,50.81,0.089,1600,11,1829
464399,VA,INDIVIDUAL,2 years,Booz Allen Hamilton,E,OWN,09-12-2021,12-09-2021,12-05-2021,Charged Off,12-06-2021,582056,car,E5, 36 months,Verified,57000.0,0.0684,734.83,0.1774,20400,6,20830
657622,WI,INDIVIDUAL,3 years,Stone Creek Coffee Roasters,D,RENT,11-01-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,841020,Debt consolidation,D2, 36 months,Source Verified,30000.0,0.2364,214.66,0.1491,6200,17,7561
518532,GA,INDIVIDUAL,6 years,TVA Fire and Safety,D,MORTGAGE,10-05-2021,15-07-2021,15-08-2021,Fully Paid,15-09-2021,670265,Debt consolidation,D2, 60 months,Not Verified,88000.0,0.1486,237.69,0.1496,10000,18,14500
1004123,CA,INDIVIDUAL,2 years,Lockheed Martin,B,RENT,11-10-2021,16-05-2021,14-11-2021,Fully Paid,14-12-2021,1230753,Debt consolidation,B3, 36 months,Not Verified,77000.0,0.116,396.92,0.1171,12000,8,14289
820648,TX,INDIVIDUAL,10+ years,Ysleta ISD,A,MORTGAGE,11-07-2021,16-05-2021,12-07-2021,Charged Off,12-08-2021,1028883,Debt consolidation,A5, 36 months,Source Verified,59000.0,0.1698,335.36,0.0849,10625,37,3680
458490,TX,INDIVIDUAL,5 years,military,C,RENT,09-11-2021,15-03-2021,12-12-2021,Fully Paid,12-01-2022,570726,Debt consolidation,C1, 36 months,Source Verified,47000.0,0.1228,319.52,0.1287,9500,10,11503
1057766,TX,INDIVIDUAL,10+ years,Ericsson,B,MORTGAGE,22-07-2021,13-09-2021,13-08-2021,Fully Paid,13-09-2021,1289131,car,B5, 36 months,Not Verified,75000.0,0.088,181.15,0.1269,5400,33,6277
586360,OK,INDIVIDUAL,7 years,SpiritBank,G,MORTGAGE,10-09-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,753290,Debt consolidation,G1, 60 months,Verified,108000.0,0.1463,664.58,0.2016,25000,23,37598
481485,CA,INDIVIDUAL,4 years,NISCAYAH,D,MORTGAGE,10-02-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,612381,Debt consolidation,D2, 36 months,Not Verified,80000.0,0.1324,173.24,0.1496,5000,9,6237
715671,AR,INDIVIDUAL,2 years,Arkansas Game and Fish Commission,C,OWN,11-04-2021,16-03-2021,16-03-2021,Fully Paid,16-04-2021,909340,home improvement,C1, 60 months,Source Verified,30000.0,0.038,282.37,0.1268,12500,14,16940
735036,MD,INDIVIDUAL,4 years,ARK Systems Inc,G,RENT,11-04-2021,16-05-2021,11-09-2021,Fully Paid,11-10-2021,931644,Debt consolidation,G5, 60 months,Not Verified,53004.0,0.1861,523.77,0.2159,19125,13,20482
1050833,PA,INDIVIDUAL,3 years,General Motors,C,OWN,11-12-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,1282102,other,C4, 36 months,Not Verified,27600.0,0.2191,34.8,0.1527,1000,4,1253
675733,CA,INDIVIDUAL,< 1 year,Headsets.com,F,RENT,11-02-2021,16-04-2021,16-02-2021,Fully Paid,16-03-2021,863563,Debt consolidation,F1, 60 months,Verified,35000.0,0.1365,382.95,0.1825,15000,20,22975
612559,NV,INDIVIDUAL,2 years,,E,RENT,10-11-2021,15-11-2021,15-12-2021,Fully Paid,15-01-2022,785453,small business,E5, 60 months,Source Verified,85000.0,0.0001,250.85,0.1743,10000,15,15053
707476,DC,INDIVIDUAL,6 years,Serco Inc.,B,MORTGAGE,11-03-2021,16-05-2021,12-04-2021,Fully Paid,12-05-2021,899834,credit card,B4, 60 months,Verified,117000.0,0.1678,400.93,0.1074,18550,33,20401
532531,TX,INDIVIDUAL,1 year,Cvs Pharmacy,B,RENT,10-06-2021,16-05-2021,10-09-2021,Charged Off,10-10-2021,688335,moving,B5, 36 months,Verified,18000.0,0.0333,99.45,0.1186,3000,4,3299
513534,SC,INDIVIDUAL,< 1 year,ATL CAROLINAS,A,MORTGAGE,10-05-2021,16-05-2021,13-06-2021,Fully Paid,13-07-2021,663566,other,A2, 36 months,Not Verified,42000.0,0.2283,129.23,0.0676,4200,44,4652
864108,NC,INDIVIDUAL,10+ years,brock cabinets,C,OWN,11-09-2021,16-04-2021,16-04-2021,Fully Paid,16-05-2021,1077317,major purchase,C1, 60 months,Source Verified,93000.0,0.0599,236.58,0.1299,10400,22,13708
694480,NV,INDIVIDUAL,3 years,Piercy Bowler Taylor & Kern,B,MORTGAGE,11-03-2021,14-07-2021,14-06-2021,Fully Paid,14-07-2021,885406,Debt consolidation,B3, 60 months,Source Verified,59000.0,0.1623,257.16,0.1037,12000,30,14948
462688,NJ,INDIVIDUAL,5 years,The Home Depot,B,RENT,09-12-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,578972,educational,B2, 36 months,Not Verified,19200.0,0.1406,280.24,0.1148,8500,6,10088
1062643,FL,INDIVIDUAL,< 1 year,Sunday Night Life,B,RENT,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,1294917,wedding,B4, 36 months,Not Verified,40000.0,0.2259,167.08,0.1242,5000,26,6015
459168,NJ,INDIVIDUAL,< 1 year,,A,RENT,09-11-2021,12-11-2021,12-11-2021,Fully Paid,12-12-2021,572162,Debt consolidation,A5, 36 months,Not Verified,38200.08,0.0094,381.26,0.0894,12000,13,13726
479376,CA,INDIVIDUAL,3 years,Sunfood Corporation,C,RENT,10-01-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,408620,Debt consolidation,C3, 36 months,Not Verified,55000.0,0.1089,678.49,0.1348,20000,17,24426
865111,CO,INDIVIDUAL,10+ years,City Of Denver,A,MORTGAGE,11-09-2021,16-03-2021,13-12-2021,Fully Paid,13-01-2022,1078362,credit card,A2, 36 months,Verified,84000.0,0.1301,608.35,0.0599,20000,38,21752
494512,OH,INDIVIDUAL,10+ years,FEDEX,A,MORTGAGE,10-03-2021,16-05-2021,13-04-2021,Fully Paid,13-05-2021,633114,Debt consolidation,A5, 36 months,Not Verified,36000.0,0.1027,250.25,0.0788,8000,35,9009
715170,WA,INDIVIDUAL,5 years,Abboud's McDonald's,C,RENT,11-03-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,908681,Debt consolidation,C2, 36 months,Source Verified,19000.0,0.0354,101.17,0.1306,3000,3,3668
778300,NJ,INDIVIDUAL,6 years,Catholic Charities,D,MORTGAGE,11-06-2021,12-11-2021,12-07-2021,Fully Paid,12-08-2021,976927,home improvement,D1, 36 months,Verified,59000.0,0.0891,174.85,0.1562,5000,22,5729
677684,VA,INDIVIDUAL,4 years,Georgetown University,E,RENT,11-02-2021,12-10-2021,12-05-2021,Fully Paid,12-06-2021,865823,Debt consolidation,E1, 36 months,Verified,110000.0,0.1497,565.68,0.164,16000,28,17757
672476,GA,INDIVIDUAL,10+ years,Coca-Cola Refreshments,B,MORTGAGE,11-02-2021,16-05-2021,16-03-2021,Fully Paid,16-04-2021,859655,Debt consolidation,B3, 60 months,Verified,37000.0,0.2935,317.7,0.1037,14825,22,19061
445007,PA,INDIVIDUAL,8 years,cintas uniform company,C,RENT,09-10-2021,10-09-2021,10-09-2021,Fully Paid,10-10-2021,543183,other,C4, 36 months,Verified,84996.0,0.1261,682.74,0.1392,20000,50,20979
771894,NY,INDIVIDUAL,5 years,Creative Stage Lighting,C,RENT,11-06-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,973718,Debt consolidation,C3, 36 months,Not Verified,32004.0,0.1867,205.04,0.1399,6000,12,7367
802561,TX,INDIVIDUAL,4 years,Universal Software Corporation Inc.,D,RENT,11-07-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,1008226,medical,D3, 36 months,Source Verified,75000.0,0.1325,336.3,0.1649,9500,13,12107
365344,CO,INDIVIDUAL,1 year,State of Co,C,MORTGAGE,08-12-2021,10-02-2021,09-08-2021,Charged Off,09-09-2021,375971,Debt consolidation,C1, 36 months,Verified,130000.0,0.102,827.74,0.1178,25000,63,6620
607637,HI,INDIVIDUAL,7 years,Kuilima Estates West AOAO,A,OWN,10-11-2021,16-05-2021,11-02-2021,Charged Off,11-03-2021,779478,vacation,A4, 60 months,Source Verified,50000.0,0.0634,58.76,0.0654,3000,23,2471
461206,MO,INDIVIDUAL,2 years,Lets Ride LLC,A,RENT,09-11-2021,16-05-2021,12-12-2021,Fully Paid,12-01-2022,576238,other,A4, 36 months,Not Verified,47000.0,0.0945,252.89,0.0859,8000,18,9104
528519,MD,INDIVIDUAL,9 years,OC Shorts-Hatland Inc.,A,MORTGAGE,10-06-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,683531,major purchase,A5, 36 months,Source Verified,51996.0,0.0058,187.69,0.0788,6000,18,6757
384200,NY,INDIVIDUAL,1 year,Convergent Wealth Advisors,C,RENT,09-03-2021,12-04-2021,12-04-2021,Fully Paid,12-05-2021,415059,Debt consolidation,C2, 36 months,Source Verified,42000.0,0.142,268.95,0.1284,8000,8,9682
414047,TX,INDIVIDUAL,1 year,University of Texas San ANtonio,B,RENT,09-06-2021,15-02-2021,12-03-2021,Fully Paid,12-04-2021,467936,Debt consolidation,B5, 36 months,Not Verified,60000.0,0.0208,253.2,0.1221,7600,31,9090
865817,KY,INDIVIDUAL,10+ years,Humana military,E,MORTGAGE,11-09-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,1079107,Debt consolidation,E5, 60 months,Verified,129000.0,0.1515,789.66,0.1969,30000,31,39201
894190,NY,INDIVIDUAL,10+ years,Upstate Telco FCU,B,MORTGAGE,11-10-2021,16-04-2021,16-05-2021,Current,16-06-2021,1111371,Debt consolidation,B5, 60 months,Verified,43538.0,0.1138,555.83,0.1269,24600,33,30547
642502,DC,INDIVIDUAL,10+ years,DC Govt,A,MORTGAGE,11-01-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,822357,Debt consolidation,A3, 36 months,Source Verified,57006.0,0.033,183.0,0.0617,6000,17,6360
708374,CA,INDIVIDUAL,5 years,jbhunt,B,MORTGAGE,11-03-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,900856,Debt consolidation,B1, 36 months,Source Verified,92000.0,0.1727,256.76,0.0963,8000,21,8782
654018,NY,INDIVIDUAL,9 years,Amalgamated Warbasse Houses,B,RENT,11-02-2021,12-11-2021,12-10-2021,Fully Paid,12-11-2021,836423,Debt consolidation,B4, 36 months,Verified,43680.0,0.1467,521.86,0.1074,16000,29,18184
1056865,NJ,INDIVIDUAL,3 years,Pkm Panel Systems Corp.,B,OWN,11-12-2021,14-05-2021,13-12-2021,Charged Off,13-01-2022,1288419,Debt consolidation,B5, 60 months,Verified,30000.0,0.2476,338.93,0.1269,15000,17,9544
999033,CA,INDIVIDUAL,< 1 year,Kaiser Permanente,E,OWN,11-10-2021,15-01-2021,12-11-2021,Fully Paid,12-12-2021,1224418,Debt consolidation,E1, 60 months,Verified,39000.0,0.0975,180.21,0.1864,7000,7,7969
694904,IL,INDIVIDUAL,5 years,Northwestern University,A,RENT,11-03-2021,15-01-2021,13-11-2021,Fully Paid,13-12-2021,885883,Debt consolidation,A5, 36 months,Source Verified,58000.0,0.1463,215.15,0.0766,6900,22,7610
863704,OH,INDIVIDUAL,10+ years,Wausau Paper,B,MORTGAGE,11-09-2021,15-09-2021,14-09-2021,Fully Paid,14-10-2021,1076796,Debt consolidation,B5, 36 months,Verified,90000.0,0.1913,697.41,0.1199,21000,33,25106
806777,NY,INDIVIDUAL,< 1 year,Complete Discovery Source,B,RENT,11-07-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,1013149,Debt consolidation,B3, 36 months,Source Verified,95000.0,0.1708,196.41,0.1099,6000,31,7053
570032,NY,INDIVIDUAL,2 years,Navigant Consulting  Inc,D,RENT,10-08-2021,14-05-2021,13-07-2021,Charged Off,13-08-2021,733316,other,D2, 36 months,Source Verified,75000.0,0.1994,166.89,0.1521,4800,16,5724
647688,NY,INDIVIDUAL,10+ years,FEDERAL GOV'T --SSA,D,MORTGAGE,11-01-2021,16-04-2021,12-04-2021,Charged Off,12-05-2021,828625,Debt consolidation,D4, 60 months,Verified,98279.0,0.2341,364.4,0.152,15250,44,4608
555859,NY,INDIVIDUAL,5 years,department of treasury,E,MORTGAGE,10-08-2021,14-08-2021,11-09-2021,Fully Paid,11-10-2021,715832,Debt consolidation,E3, 60 months,Verified,39996.0,0.1317,269.52,0.1719,10800,34,12543
557530,NY,INDIVIDUAL,10+ years,NY Presbyterian Hostpital,B,RENT,10-08-2021,15-12-2021,13-09-2021,Fully Paid,13-10-2021,717817,other,B4, 36 months,Source Verified,38052.0,0.176,98.92,0.1149,3000,7,3577
623481,CA,INDIVIDUAL,10+ years,Port of Oakland,C,MORTGAGE,10-12-2021,15-12-2021,15-12-2021,Fully Paid,15-01-2022,799048,moving,C3, 60 months,Verified,140000.0,0.0426,408.24,0.1298,25000,17,24494
711919,MI,INDIVIDUAL,3 years,ICG,D,RENT,11-03-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,904924,credit card,D2, 60 months,Verified,32000.0,0.1444,379.89,0.1491,16000,8,7540
1026526,CA,INDIVIDUAL,3 years,stanislaus county,B,MORTGAGE,11-11-2021,14-11-2021,14-12-2021,Fully Paid,14-01-2022,1255712,car,B2, 36 months,Source Verified,52500.0,0.1227,130.3,0.1065,4000,11,4690
601922,WA,INDIVIDUAL,6 years,Plus One,C,RENT,10-10-2021,15-12-2021,13-11-2021,Fully Paid,13-12-2021,772328,credit card,C1, 36 months,Not Verified,26880.0,0.125,99.98,0.1223,3000,19,3599
1031501,FL,INDIVIDUAL,1 year,Keiser University,B,OWN,11-11-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,1261149,credit card,B4, 36 months,Source Verified,140000.0,0.2235,588.11,0.1242,17600,45,21172
289587,AZ,INDIVIDUAL,9 years,Maricopa County,A,MORTGAGE,08-07-2021,16-04-2021,11-07-2021,Fully Paid,11-08-2021,289570,credit card,A4, 36 months,Not Verified,70000.0,0.0281,236.14,0.0832,7500,14,8501
1015973,MI,INDIVIDUAL,2 years,Spectrum Health Medical Group,B,MORTGAGE,11-11-2021,14-01-2021,12-09-2021,Fully Paid,12-10-2021,1243453,Debt consolidation,B2, 36 months,Source Verified,34000.0,0.1511,162.87,0.1065,5000,21,5395
818175,NY,INDIVIDUAL,3 years,Deutsche Bank,D,RENT,11-07-2021,13-12-2021,11-08-2021,Fully Paid,11-09-2021,1026088,other,D3, 36 months,Source Verified,170000.0,0.07,177.0,0.1649,5000,11,5069
409840,WI,INDIVIDUAL,< 1 year,Cargill,B,MORTGAGE,09-06-2021,10-01-2021,10-02-2021,Fully Paid,10-03-2021,460820,small business,B1, 36 months,Verified,80004.0,0.124,471.08,0.1095,14400,29,15254
1055362,FL,INDIVIDUAL,< 1 year,the shoops at vanderbuilt,A,RENT,11-12-2021,15-10-2021,14-12-2021,Fully Paid,14-01-2022,1286913,Debt consolidation,A3, 36 months,Source Verified,28000.0,0.1946,248.89,0.0751,8000,15,8960
836646,CT,INDIVIDUAL,10+ years,JPMorgan,E,MORTGAGE,11-08-2021,15-04-2021,15-04-2021,Charged Off,15-05-2021,1046714,Debt consolidation,E1, 60 months,Source Verified,180000.0,0.0939,888.58,0.1799,35000,20,37172
1038180,FL,INDIVIDUAL,2 years,AT&T,A,RENT,11-11-2021,13-12-2021,13-07-2021,Fully Paid,13-08-2021,1267879,small business,A2, 36 months,Source Verified,65000.0,0.118,245.63,0.0662,8000,12,8642
1058483,VT,INDIVIDUAL,10+ years,valcom/necc,C,RENT,11-12-2021,13-02-2021,12-08-2021,Charged Off,12-09-2021,1290071,Debt consolidation,C2, 36 months,Not Verified,26500.0,0.1549,364.54,0.1427,10625,14,3408
1008627,MA,INDIVIDUAL,2 years,Donovan Hatem LLP,B,MORTGAGE,11-11-2021,14-10-2021,13-04-2021,Fully Paid,13-05-2021,1235314,Debt consolidation,B2, 36 months,Not Verified,56650.0,0.0,211.73,0.1065,6500,7,7267
449565,KY,INDIVIDUAL,10+ years,"Omnicare, Inc.",C,MORTGAGE,09-10-2021,15-12-2021,12-10-2021,Fully Paid,12-11-2021,552268,Debt consolidation,C2, 36 months,Not Verified,69000.0,0.2,537.43,0.1322,15900,19,19348
757402,LA,INDIVIDUAL,2 years,Dubuis Hospital,C,RENT,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,957437,credit card,C5, 60 months,Not Verified,60000.0,0.1996,191.29,0.1523,8000,39,11242
810303,NY,INDIVIDUAL,7 years,Cleary Gottlieb,B,RENT,11-07-2021,15-07-2021,14-06-2021,Charged Off,14-07-2021,1017200,credit card,B5, 60 months,Verified,70000.0,0.1749,266.88,0.1199,12000,23,10171
416850,CA,INDIVIDUAL,1 year,Accenture,B,MORTGAGE,09-06-2021,10-12-2021,10-12-2021,Fully Paid,10-01-2022,485708,home improvement,B5, 36 months,Verified,167300.0,0.0156,666.3,0.1221,20000,10,22786
433213,CA,INDIVIDUAL,1 year,Xceed Financial FCU,C,RENT,09-08-2021,16-05-2021,12-05-2021,Fully Paid,12-06-2021,515754,Debt consolidation,C4, 36 months,Verified,45000.0,0.0795,682.74,0.1392,20000,29,24532
600628,CA,INDIVIDUAL,5 years,Insignia Environmental,A,MORTGAGE,10-10-2021,13-07-2021,11-08-2021,Fully Paid,11-09-2021,770866,Debt consolidation,A5, 60 months,Source Verified,100000.0,0.0302,316.15,0.0691,16000,8,16782
820981,TX,INDIVIDUAL,1 year,Keller ISD,A,MORTGAGE,11-07-2021,11-09-2021,11-09-2021,Fully Paid,11-10-2021,1029234,car,A1, 36 months,Source Verified,46000.0,0.1672,90.48,0.0542,3000,34,3014
868103,NJ,INDIVIDUAL,2 years,Core-Create,A,RENT,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1081815,Debt consolidation,A1, 36 months,Verified,182500.0,0.051,377.0,0.0542,12500,15,13572
747831,FL,INDIVIDUAL,2 years,Indian River Medical Center,E,MORTGAGE,11-05-2021,12-11-2021,12-06-2021,Charged Off,12-07-2021,946820,Debt consolidation,E2, 60 months,Verified,55200.0,0.233,466.04,0.1839,25975,37,6949
887328,NJ,INDIVIDUAL,9 years,EMI Music North America,A,MORTGAGE,11-09-2021,13-09-2021,13-09-2021,Fully Paid,13-10-2021,1103479,medical,A1, 36 months,Source Verified,182952.0,0.038,456.54,0.0603,15000,31,16232
723685,CA,INDIVIDUAL,3 years,O'Reilly Auto Parts,A,RENT,11-04-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,918699,credit card,A5, 36 months,Verified,22000.0,0.0725,280.62,0.0766,9000,7,9945
1040729,CA,INDIVIDUAL,5 years,Wells fargo bank,B,RENT,11-12-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,1270918,credit card,B4, 36 months,Not Verified,53000.0,0.1594,543.0,0.1242,16250,30,6130
422667,PA,INDIVIDUAL,5 years,Kasky Insurance and Financial Services,E,RENT,09-07-2021,15-02-2021,09-11-2021,Fully Paid,09-12-2021,497282,educational,E2, 36 months,Verified,48000.0,0.1326,421.89,0.16,12000,23,12622
540560,CA,INDIVIDUAL,4 years,Bank of America,F,MORTGAGE,10-07-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,697878,Debt consolidation,F2, 36 months,Verified,100000.0,0.1536,748.04,0.1867,20500,37,26932
572178,NV,INDIVIDUAL,4 years,Gold coast hotel and casino,C,MORTGAGE,10-08-2021,14-12-2021,14-11-2021,Fully Paid,14-12-2021,735975,home improvement,C1, 60 months,Verified,46000.0,0.053,34.31,0.1323,1500,18,2038
510176,WV,INDIVIDUAL,< 1 year,gasparilla inn and club,E,MORTGAGE,10-05-2021,12-12-2021,12-09-2021,Charged Off,12-10-2021,658703,house,E1, 36 months,Not Verified,26000.0,0.1223,353.8,0.1645,10000,21,8567
533220,MA,INDIVIDUAL,10+ years,united states postal service,C,OWN,10-06-2021,16-04-2021,15-06-2021,Fully Paid,15-07-2021,689222,car,C2, 60 months,Source Verified,50000.0,0.0405,48.44,0.1361,2100,21,2881
808659,PA,INDIVIDUAL,6 years,kimberly clark,C,MORTGAGE,11-07-2021,13-08-2021,13-04-2021,Charged Off,13-05-2021,1015406,Debt consolidation,C5, 60 months,Not Verified,70000.0,0.2057,286.93,0.1523,12000,23,6541
491502,NV,INDIVIDUAL,3 years,,B,MORTGAGE,10-03-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,628106,small business,B5, 36 months,Not Verified,145000.0,0.1038,822.78,0.1136,25000,18,29621
1028073,UT,INDIVIDUAL,2 years,Teleperformance,B,MORTGAGE,11-12-2021,14-09-2021,14-06-2021,Fully Paid,14-07-2021,1257453,Debt consolidation,B4, 36 months,Verified,162480.0,0.1846,835.39,0.1242,25000,28,29897
975902,CA,INDIVIDUAL,< 1 year,Foundation Capital,A,RENT,11-10-2021,15-10-2021,14-06-2021,Fully Paid,14-07-2021,1198245,car,A1, 36 months,Source Verified,90000.0,0.0552,365.23,0.0603,12000,15,13080
629852,CT,INDIVIDUAL,8 years,Otis Elevator,D,RENT,10-12-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,806982,other,D3, 36 months,Verified,35496.0,0.0588,352.74,0.1483,10200,23,12269
684519,FL,INDIVIDUAL,10+ years,office depot,F,MORTGAGE,11-03-2021,16-05-2021,15-11-2021,Fully Paid,15-12-2021,873994,Debt consolidation,F4, 60 months,Source Verified,47000.0,0.1009,509.72,0.1936,19500,21,30511
501659,CO,INDIVIDUAL,4 years,EnCana,B,RENT,10-04-2021,12-03-2021,12-02-2021,Fully Paid,12-03-2021,644877,Debt consolidation,B3, 36 months,Not Verified,70000.0,0.0756,293.04,0.1062,9000,10,10289
